,xp,yp,life
2418,3.824498,-0.04839,5
2419,1.90653,0.023501,7
2420,2.040003,-0.010849,4
2421,2.271182,-0.040393,3
2422,3.171876,0.017694,11
2424,3.257561,0.01046,7
2425,3.629072,0.024615,3
2426,2.944486,0.035967,2
2427,2.388373,-0.06967,10
2428,2.210231,-0.038944,7
2429,2.721304,-0.012866,11
2430,3.521217,0.029814,3
2431,4.143157,0.105008,34
2433,2.477987,-0.055868,9
2435,2.964618,0.037608,1
2436,2.342069,-0.063917,9
2437,1.929005,0.002333,1
2438,2.106583,-0.019049,2
2440,3.107201,0.025244,1
2441,1.848081,0.006183,1
2442,3.414015,0.028823,1
2443,2.505241,-0.047404,6
2444,4.206473,0.082543,19
2446,3.839926,-0.036006,7
2448,2.743844,0.003238,3
2450,2.702587,-0.030184,10
2451,4.206274,0.095502,30
2452,2.944486,0.035967,2
2453,3.827775,-0.036139,10
2455,3.026107,0.006696,2
2456,2.756978,-0.008612,10
2458,3.011774,0.012315,8
2459,1.822496,0.024556,2
2460,3.061227,0.01934,11
2461,4.064018,-0.074441,12
2462,3.357048,0.016759,10
2463,4.257427,0.014598,14
2464,2.702028,-0.034093,2
2466,2.271182,-0.040393,8
2467,3.521217,0.029814,1
2468,3.201266,0.023684,6
2469,3.629072,0.024615,2
2470,3.567488,0.011011,10
2471,2.925566,0.028972,10
2472,2.622676,-0.045316,8
2475,4.109703,-0.075168,12
2477,3.764451,-0.012761,5
2478,1.882424,0.015676,5
2479,1.848081,0.006183,5
2482,2.891517,0.030004,5
2486,3.286972,0.033694,1
2487,4.284906,0.011354,1
2488,2.166175,-0.005263,3
2489,3.414015,0.028823,1
2490,3.457656,0.012895,10
2491,3.805768,-0.013525,2
2493,3.46822,0.02196,9
2495,2.679079,-0.01662,1
2496,4.099837,0.137827,4
2498,1.929005,0.002333,2
2499,4.113471,0.140968,3
2500,3.257561,0.01046,6
2501,3.521217,0.029814,2
2502,3.629072,0.024615,1
2505,2.91247,0.019147,5
2508,1.766806,0.000863,2
2509,2.504173,-0.067785,5
2510,4.080482,-0.064392,5
2512,2.320992,-0.061228,4
2513,1.969503,0.027134,2
2515,3.839926,-0.036006,9
2516,3.724501,-0.008254,9
2518,2.594144,-0.047869,4
2520,2.263239,-0.01107,3
2521,2.472779,-0.078629,4
2522,2.226696,0.002829,3
2524,1.747505,-0.021443,1
2525,1.703084,-0.019258,3
2526,2.221975,-0.008806,3
2530,2.505241,-0.047404,2
2531,2.342069,-0.063917,4
2532,3.261869,0.030369,4
2533,3.107201,0.025244,8
2534,3.764451,-0.012761,6
2535,3.201266,0.023684,9
2536,1.848081,0.006183,3
2537,2.944486,0.035967,8
2538,2.02939,0.030334,4
2539,1.90653,0.023501,9
2541,1.766806,0.000863,9
2543,2.622676,-0.045316,1
2544,3.827775,-0.036139,7
2546,2.679079,-0.01662,2
2547,2.77095,0.02168,4
2549,1.882424,0.015676,8
2550,2.378292,-0.062044,1
2551,3.414015,0.028823,1
2552,2.964618,0.037608,6
2554,2.870018,0.053449,3
2556,3.824498,-0.04839,1
2557,2.388373,-0.06967,6
2558,1.969503,0.027134,8
2559,2.947079,0.052165,3
2560,1.703084,-0.019258,2
2562,2.271182,-0.040393,5
2563,2.685647,-0.001381,4
2564,2.743844,0.003238,1
2565,2.835077,0.043194,5
2567,2.487772,-0.071249,4
2568,3.357048,0.016759,6
2570,2.770457,0.025557,6
2571,1.77721,0.002664,8
2572,3.171876,0.017694,5
2573,2.594033,-0.024594,5
2575,2.574433,-0.03152,5
2576,3.567488,0.011011,6
2577,2.504173,-0.067785,3
2578,4.284906,0.011354,1
2579,4.080482,-0.064392,5
2580,3.805768,-0.013525,1
2581,2.226696,0.002829,4
2582,4.275262,0.066382,1
2583,2.342069,-0.063917,6
2584,3.415152,0.001695,1
2585,4.288912,0.061347,3
2587,1.848081,0.006183,8
2588,2.378292,-0.062044,3
2589,3.457656,0.012895,6
2590,2.505241,-0.047404,4
2592,2.221975,-0.008806,3
2593,3.676772,-0.011253,3
2594,2.065892,0.036728,1
2596,3.708482,-0.020409,2
2597,2.263239,-0.01107,2
2598,4.300659,0.065879,1
2599,4.016905,-0.046125,5
2600,4.275262,0.066382,28
2601,1.747505,-0.021443,1
2602,1.703084,-0.019258,4
2603,3.061227,0.01934,2
2605,2.477987,-0.055868,2
2607,3.805768,-0.013525,5
2608,2.61867,-0.00266,2
2609,2.77095,0.02168,3
2610,3.764451,-0.012761,5
2611,3.429441,3.8e-05,3
2613,2.166175,-0.005263,4
2614,2.891517,0.030004,4
2616,2.320992,-0.061228,6
2617,4.288912,0.061347,12
2618,3.724501,-0.008254,4
2619,3.261869,0.030369,3
2621,2.472779,-0.078629,5
2622,4.257427,0.014598,28
2623,4.316811,0.112609,20
2624,4.109703,-0.075168,6
2625,3.839926,-0.036006,6
2626,2.271182,-0.040393,5
2627,3.171876,0.017694,2
2628,3.107201,0.025244,3
2629,4.147238,0.111876,43
2630,2.743844,0.003238,3
2631,2.574433,-0.03152,5
2632,2.925566,0.028972,5
2633,3.357048,0.016759,6
2634,4.300659,0.065879,2
2635,2.964618,0.037608,2
2636,2.940132,0.022,4
2637,1.822496,0.024556,4
2638,2.594033,-0.024594,5
2639,1.882424,0.015676,7
2640,3.201266,0.023684,7
2641,2.487772,-0.071249,5
2642,4.080482,-0.064392,4
2643,2.062577,-0.002479,5
2644,2.106583,-0.019049,1
2646,2.685647,-0.001381,2
2647,3.257561,0.01046,8
2649,3.429441,3.8e-05,7
2650,3.567488,0.011011,4
2651,2.378292,-0.062044,5
2654,3.415152,0.001695,8
2657,4.302808,0.098198,27
2658,4.064018,-0.074441,9
2659,2.411105,-0.065368,1
2660,4.206473,0.082543,1
2661,2.342069,-0.063917,11
2662,2.891517,0.030004,8
2663,4.134979,0.080987,4
2664,3.824498,-0.04839,1
2665,2.388373,-0.06967,11
2666,2.690427,0.015925,7
2667,1.90653,0.023501,9
2668,3.061227,0.01934,9
2669,2.77095,0.02168,10
2670,3.171876,0.017694,9
2671,3.708482,-0.020409,9
2672,2.166175,-0.005263,1
2673,2.944486,0.035967,4
2674,4.300659,0.065879,1
2675,2.770457,0.025557,8
2676,2.964618,0.037608,3
2679,2.106583,-0.019049,3
2681,3.107201,0.025244,10
2682,4.185973,-0.079629,12
2683,3.676772,-0.011253,4
2684,2.504173,-0.067785,4
2685,3.827775,-0.036139,9
2688,1.77721,0.002664,8
2690,2.320992,-0.061228,9
2691,1.766806,0.000863,8
2692,4.109703,-0.075168,9
2693,3.824498,-0.04839,4
2694,1.969503,0.027134,6
2695,2.210231,-0.038944,3
2696,2.124811,-0.029209,1
2697,2.271182,-0.040393,5
2698,2.594033,-0.024594,7
2700,2.574433,-0.03152,7
2701,4.300659,0.065879,3
2703,3.839926,-0.036006,7
2706,2.378292,-0.062044,10
2707,2.411105,-0.065368,7
2708,2.91247,0.019147,1
2709,3.666244,-0.031588,5
2710,1.822496,0.024556,2
2711,2.487772,-0.071249,8
2712,2.925566,0.028972,3
2713,3.357048,0.016759,9
2714,2.062577,-0.002479,7
2715,2.61867,-0.00266,1
2716,3.691955,-0.024986,6
2717,4.080482,-0.064392,5
2718,3.484148,-0.014598,3
2719,4.201552,-0.094331,14
2720,2.472779,-0.078629,7
2721,2.964618,0.037608,5
2725,1.882424,0.015676,6
2727,1.783832,0.024873,1
2728,1.822496,0.024556,1
2729,3.257561,0.01046,8
2732,2.690427,0.015925,4
2736,2.271182,-0.040393,3
2738,3.429441,3.8e-05,3
2739,2.925566,0.028972,6
2740,4.300659,0.065879,6
2742,1.969503,0.027134,3
2743,3.415152,0.001695,2
2745,3.764451,-0.012761,6
2746,3.201266,0.023684,4
2747,1.848081,0.006183,3
2748,4.206274,0.095502,2
2750,4.064018,-0.074441,6
2752,2.210231,-0.038944,1
2753,3.676772,-0.011253,4
2754,2.685647,-0.001381,2
2755,2.940132,0.022,2
2758,2.320992,-0.061228,4
2760,2.743844,0.003238,1
2761,1.766806,0.000863,3
2763,2.574433,-0.03152,3
2764,4.143157,0.105008,25
2765,2.504173,-0.067785,2
2766,3.457656,0.012895,4
2767,3.827775,-0.036139,2
2768,3.805768,-0.013525,5
2769,2.91247,0.019147,1
2770,2.342069,-0.063917,9
2772,2.388373,-0.06967,7
2773,3.011774,0.012315,1
2774,1.822496,0.024556,6
2776,4.288912,0.061347,18
2777,3.171876,0.017694,4
2778,4.165794,0.130455,3
2780,3.567488,0.011011,8
2781,4.080482,-0.064392,6
2783,2.944486,0.035967,2
2784,2.770457,0.025557,5
2785,2.411105,-0.065368,8
2786,2.106583,-0.019049,4
2787,3.839926,-0.036006,2
2789,2.77095,0.02168,8
2790,2.594033,-0.024594,5
2791,3.429441,3.8e-05,1
2792,2.472779,-0.078629,2
2793,2.964618,0.037608,1
2794,4.016905,-0.046125,5
2795,2.891517,0.030004,4
2796,1.783832,0.024873,4
2797,4.274438,0.124754,18
2798,1.90653,0.023501,5
2799,3.724501,-0.008254,6
2800,2.124811,-0.029209,7
2801,3.107201,0.025244,6
2802,1.882424,0.015676,9
2803,2.504173,-0.067785,3
2804,2.487772,-0.071249,2
2805,3.357048,0.016759,8
2806,2.062577,-0.002479,3
2807,2.91247,0.019147,8
2808,2.61867,-0.00266,1
2809,3.46822,0.02196,5
2810,1.969503,0.027134,2
2812,2.271182,-0.040393,1
2813,2.940132,0.022,7
2814,2.685647,-0.001381,3
2815,2.378292,-0.062044,4
2816,3.827775,-0.036139,6
2819,2.187472,-0.056012,4
2820,3.061227,0.01934,8
2821,3.261869,0.030369,3
2822,2.17683,-0.04719,4
2823,3.257561,0.01046,1
2824,3.521217,0.029814,1
2826,1.848081,0.006183,7
2827,4.206274,0.095502,2
2828,2.218929,-0.06687,3
2829,4.316811,0.112609,11
2830,4.109703,-0.075168,4
2831,4.234157,-0.084472,11
2832,3.839926,-0.036006,7
2833,2.040003,-0.010849,4
2834,3.764451,-0.012761,7
2835,3.676772,-0.011253,1
2836,3.201266,0.023684,5
2837,2.574433,-0.03152,7
2838,2.477987,-0.055868,5
2839,3.414015,0.028823,6
2840,3.457656,0.012895,1
2841,4.300659,0.065879,8
2842,3.026107,0.006696,2
2843,2.61867,-0.00266,4
2844,1.929005,0.002333,4
2845,2.690427,0.015925,5
2847,4.064018,-0.074441,5
2848,2.062577,-0.002479,6
2849,3.805768,-0.013525,3
2850,4.165794,0.130455,4
2851,3.257561,0.01046,5
2853,1.77721,0.002664,3
2854,3.46822,0.02196,5
2855,2.210231,-0.038944,7
2856,3.171876,0.017694,6
2857,3.107201,0.025244,6
2858,2.594033,-0.024594,4
2859,3.676772,-0.011253,2
2860,3.567488,0.011011,6
2862,4.275262,0.066382,9
2863,2.891517,0.030004,5
2864,1.783832,0.024873,2
2865,2.106583,-0.019049,5
2866,3.011774,0.012315,1
2867,4.266478,-0.044714,10
2869,2.124811,-0.029209,5
2874,2.770457,0.025557,4
2875,2.320992,-0.061228,10
2876,2.77095,0.02168,5
2877,2.378292,-0.062044,8
2878,4.257427,0.014598,6
2879,4.038107,-0.095394,6
2880,2.411105,-0.065368,4
2881,3.261869,0.030369,6
2882,2.594144,-0.047869,2
2884,3.521217,0.029814,1
2885,1.766806,0.000863,4
2886,2.504173,-0.067785,2
2887,2.925566,0.028972,5
2888,2.472779,-0.078629,1
2889,2.91247,0.019147,5
2891,1.969503,0.027134,6
2893,2.02939,0.030334,1
2894,1.90653,0.023501,9
2895,3.724501,-0.008254,4
2896,2.17683,-0.04719,2
2897,4.284906,0.011354,2
2898,3.357048,0.016759,6
2899,3.457656,0.012895,2
2900,3.827775,-0.036139,4
2901,2.342069,-0.063917,8
2902,1.77721,0.002664,4
2904,3.824498,-0.04839,2
2905,1.929005,0.002333,1
2907,2.679079,-0.01662,9
2909,3.201266,0.023684,2
2910,2.944486,0.035967,1
2911,3.484148,-0.014598,3
2912,3.93947,-0.086669,1
2913,3.839926,-0.036006,3
2914,3.764451,-0.012761,2
2915,3.676772,-0.011253,3
2916,2.685647,-0.001381,3
2917,1.882424,0.015676,8
2918,3.893212,-0.072648,1
2919,3.429441,3.8e-05,3
2920,2.574433,-0.03152,7
2921,2.477987,-0.055868,8
2922,4.201552,-0.094331,6
2923,2.964618,0.037608,1
2924,2.505241,-0.047404,7
2928,2.743844,0.003238,9
2929,3.286972,0.033694,4
2931,4.300659,0.065879,3
2932,3.93947,-0.086669,3
2933,2.940132,0.022,8
2934,3.824498,-0.04839,6
2936,3.691955,-0.024986,5
2937,3.061227,0.01934,1
2938,2.721304,-0.012866,10
2939,3.107201,0.025244,8
2940,2.594144,-0.047869,1
2941,2.944486,0.035967,2
2942,2.891517,0.030004,3
2943,3.666244,-0.031588,11
2944,1.929005,0.002333,13
2946,2.210231,-0.038944,8
2947,4.210205,0.135787,15
2949,4.302808,0.098198,2
2950,3.893212,-0.072648,8
2951,1.848081,0.006183,12
2952,2.925566,0.028972,3
2953,3.457656,0.012895,1
2954,2.964618,0.037608,1
2955,4.225779,0.144999,16
2956,2.756978,-0.008612,4
2958,1.822496,0.024556,11
2959,2.594033,-0.024594,4
2961,4.284906,0.011354,3
2962,3.708482,-0.020409,2
2963,3.484148,-0.014598,8
2964,2.062577,-0.002479,5
2966,2.106583,-0.019049,3
2967,3.415152,0.001695,9
2968,4.288912,0.061347,2
2969,3.261869,0.030369,6
2970,2.124811,-0.029209,3
2972,3.429441,3.8e-05,10
2973,4.257427,0.014598,1
2974,4.300659,0.065879,1
2975,4.038107,-0.095394,1
2976,2.91247,0.019147,7
2977,4.275262,0.066382,5
2979,3.061227,0.01934,4
2981,3.286972,0.033694,3
2983,4.109703,-0.075168,3
2984,4.266478,-0.044714,4
2985,4.234157,-0.084472,9
2988,3.201266,0.023684,6
2989,4.064018,-0.074441,2
2990,4.038107,-0.095394,9
2991,4.288912,0.061347,20
2992,4.165794,0.130455,12
2993,2.594144,-0.047869,8
2994,4.185973,-0.079629,6
2997,3.865088,-0.074719,6
2998,2.622676,-0.045316,9
2999,2.472779,-0.078629,1
3000,3.93947,-0.086669,8
3001,4.284639,-0.078033,16
3002,2.411105,-0.065368,6
3004,2.756978,-0.008612,8
3005,2.320992,-0.061228,4
3007,1.969503,0.027134,1
3008,2.534755,-0.07488,3
3009,2.271182,-0.040393,1
3010,4.302808,0.098198,10
3011,4.201552,-0.094331,7
3012,4.300659,0.065879,9
3013,2.388373,-0.06967,5
3014,3.691955,-0.024986,9
3015,2.040003,-0.010849,6
3016,2.124811,-0.029209,8
3017,2.17683,-0.04719,4
3018,1.882424,0.015676,10
3019,4.280778,-0.07585,12
3020,2.487772,-0.071249,3
3022,2.378292,-0.062044,8
3023,3.357048,0.016759,7
3024,2.944486,0.035967,3
3026,3.457656,0.012895,2
3027,3.864645,-0.079151,4
3028,2.964618,0.037608,3
3029,1.90653,0.023501,2
3031,2.940132,0.022,11
3032,3.824498,-0.04839,7
3033,4.266478,-0.044714,4
3034,2.210231,-0.038944,1
3035,2.679079,-0.01662,7
3036,2.743844,0.003238,7
3037,3.893212,-0.072648,5
3038,2.504173,-0.067785,6
3041,2.342069,-0.063917,6
3042,2.891517,0.030004,3
3043,2.106583,-0.019049,6
3044,2.187472,-0.056012,1
3046,3.261869,0.030369,5
3047,3.286972,0.033694,5
3048,2.91247,0.019147,9
3049,4.274438,0.124754,2
3050,2.210231,-0.038944,8
3051,3.107201,0.025244,10
3052,4.099837,0.137827,9
3053,2.925566,0.028972,3
3054,2.477987,-0.055868,6
3055,2.062577,-0.002479,7
3056,4.275262,0.066382,13
3058,2.721304,-0.012866,4
3059,3.201266,0.023684,3
3061,3.827775,-0.036139,6
3062,2.702028,-0.034093,2
3063,2.388373,-0.06967,2
3065,3.839926,-0.036006,5
3066,1.90653,0.023501,8
3068,3.676772,-0.011253,1
3069,2.487772,-0.071249,2
3070,1.848081,0.006183,4
3071,4.284906,0.011354,12
3072,2.411105,-0.065368,7
3073,3.666244,-0.031588,8
3074,1.929005,0.002333,3
3075,4.274438,0.124754,11
3077,4.266478,-0.044714,2
3078,1.822496,0.024556,5
3080,3.171876,0.017694,8
3081,4.064018,-0.074441,4
3082,4.279529,-0.093817,3
3084,4.109703,-0.075168,4
3085,3.061227,0.01934,7
3087,2.594144,-0.047869,4
3088,3.484148,-0.014598,8
3089,4.201552,-0.094331,1
3091,2.320992,-0.061228,4
3093,4.234157,-0.084472,6
3094,3.415152,0.001695,12
3095,4.113471,0.140968,9
3097,3.708482,-0.020409,7
3098,2.622676,-0.045316,6
3099,2.770457,0.025557,1
3100,2.891517,0.030004,6
3101,2.388373,-0.06967,6
3103,2.77095,0.02168,5
3104,2.124811,-0.029209,9
3105,2.721304,-0.012866,7
3107,3.257561,0.01046,4
3109,2.925566,0.028972,11
3110,2.378292,-0.062044,14
3113,4.201552,-0.094331,1
3115,3.824498,-0.04839,5
3116,2.106583,-0.019049,6
3118,2.534755,-0.07488,1
3119,4.050161,0.14665,12
3122,3.691955,-0.024986,9
3123,4.198203,0.174579,2
3125,2.679079,-0.01662,11
3126,2.040003,-0.010849,10
3128,2.743844,0.003238,13
3129,2.477987,-0.055868,14
3130,2.062577,-0.002479,1
3132,2.964618,0.037608,2
3133,2.342069,-0.063917,12
3134,1.969503,0.027134,6
3135,3.839926,-0.036006,8
3136,2.210231,-0.038944,9
3137,2.594144,-0.047869,13
3138,4.185973,-0.079629,19
3139,3.201266,0.023684,16
3140,3.429441,3.8e-05,12
3141,2.504173,-0.067785,4
3143,4.166878,0.162731,9
3144,4.225779,0.144999,1
3146,4.280778,-0.07585,9
3148,4.064018,-0.074441,4
3149,3.357048,0.016759,13
3150,2.024439,-0.018814,3
3152,3.827775,-0.036139,7
3153,2.505241,-0.047404,8
3154,2.940132,0.022,14
3155,4.109703,-0.075168,7
3156,4.027375,0.142149,19
3158,3.257561,0.01046,7
3159,4.099837,0.137827,11
3161,4.300659,0.065879,4
3162,4.142243,0.16613,30
3163,2.17683,-0.04719,7
3164,3.676772,-0.011253,1
3165,1.859202,0.09299,3
3166,1.876471,0.099306,3
3167,4.284639,-0.078033,4
3169,3.666244,-0.031588,16
3170,3.824498,-0.04839,7
3171,3.061227,0.01934,5
3174,1.947801,0.041408,2
3175,2.944486,0.035967,3
3176,3.484148,-0.014598,6
3177,2.411105,-0.065368,11
3178,2.964618,0.037608,3
3180,2.891517,0.030004,7
3181,4.198203,0.174579,14
3182,2.77095,0.02168,3
3183,3.171876,0.017694,13
3184,3.107201,0.025244,13
3185,4.201552,-0.094331,2
3186,1.9013,0.097448,4
3187,2.062577,-0.002479,2
3188,2.106583,-0.019049,1
3189,4.234157,-0.084472,10
3191,3.893212,-0.072648,2
3193,1.926368,0.08877,2
3194,3.457656,0.012895,1
3195,4.038107,-0.095394,5
3196,4.275262,0.066382,5
3197,2.320992,-0.061228,4
3200,3.676772,-0.011253,1
3201,4.300659,0.065879,3
3203,2.91247,0.019147,13
3204,2.756978,-0.008612,14
3205,4.274438,0.124754,7
3207,2.326105,-0.082499,1
3208,2.504173,-0.067785,2
3209,2.622676,-0.045316,6
3210,1.947801,0.041408,3
3211,4.264719,0.1933,7
3213,1.969503,0.027134,6
3214,2.187472,-0.056012,8
3215,3.415152,0.001695,11
3216,4.288912,0.061347,3
3218,3.893212,-0.072648,10
3219,3.865088,-0.074719,7
3220,1.926368,0.08877,6
3222,2.218929,-0.06687,9
3223,3.457656,0.012895,3
3224,3.864645,-0.079151,7
3225,3.691955,-0.024986,5
3226,3.061227,0.01934,8
3227,2.040003,-0.010849,6
3228,2.102806,-0.054655,8
3229,3.676772,-0.011253,1
3230,2.702587,-0.030184,13
3232,4.166878,0.162731,7
3233,3.011774,0.012315,4
3235,4.050161,0.14665,16
3236,4.113471,0.140968,2
3237,3.257561,0.01046,1
3238,2.487772,-0.071249,7
3242,4.201552,-0.094331,4
3243,1.9013,0.097448,6
3244,1.955356,0.066287,4
3245,2.505241,-0.047404,1
3246,3.026107,0.006696,1
3247,2.721304,-0.012866,5
3251,2.504173,-0.067785,7
3252,4.284906,0.011354,4
3253,4.129776,0.178397,11
3254,3.484148,-0.014598,7
3255,4.275262,0.066382,6
3256,2.342069,-0.063917,4
3257,4.166713,0.186911,20
3258,2.388373,-0.06967,6
3259,4.249304,0.209804,2
3260,3.261869,0.030369,7
3263,3.429441,3.8e-05,10
3264,2.944486,0.035967,3
3265,3.612259,-0.046322,1
3267,2.891517,0.030004,3
3268,4.288912,0.061347,11
3270,2.925566,0.028972,3
3271,4.038107,-0.095394,10
3272,2.702028,-0.034093,11
3273,4.266478,-0.044714,7
3275,2.378292,-0.062044,1
3276,2.024439,-0.018814,5
3278,4.274438,0.124754,11
3280,3.286972,0.033694,2
3281,2.472779,-0.078629,1
3282,2.411105,-0.065368,7
3283,3.824498,-0.04839,6
3284,4.249304,0.209804,62
3285,2.320992,-0.061228,4
3286,2.602214,-0.071786,7
3287,2.534755,-0.07488,7
3289,3.257561,0.01046,3
3290,2.08218,-0.056848,7
3291,4.284906,0.011354,4
3293,3.827775,-0.036139,2
3295,2.940132,0.022,9
3296,3.691955,-0.024986,8
3297,1.969503,0.027134,3
3299,1.926368,0.08877,5
3300,3.357048,0.016759,6
3301,2.944486,0.035967,2
3302,2.964618,0.037608,2
3303,4.264719,0.1933,14
3304,2.342069,-0.063917,2
3305,2.891517,0.030004,4
3306,2.102806,-0.054655,7
3307,1.947801,0.041408,1
3308,2.218929,-0.06687,15
3309,3.457656,0.012895,9
3310,1.955356,0.066287,4
3311,3.011774,0.012315,5
3312,2.17683,-0.04719,1
3313,4.185973,-0.079629,5
3314,3.893212,-0.072648,6
3315,2.504173,-0.067785,9
3317,3.708482,-0.020409,9
3319,4.275262,0.066382,3
3320,2.388373,-0.06967,9
3321,2.187472,-0.056012,3
3323,2.040003,-0.010849,6
3325,3.257561,0.01046,8
3326,2.616659,-0.075869,5
3327,2.944486,0.035967,1
3328,4.166878,0.162731,8
3329,4.300659,0.065879,14
3332,3.171876,0.017694,6
3333,3.107201,0.025244,5
3334,4.099837,0.137827,8
3335,3.93947,-0.086669,3
3336,3.666244,-0.031588,2
3337,4.198203,0.174579,4
3338,3.061227,0.01934,4
3340,3.676772,-0.011253,6
3341,4.317685,0.046566,15
3342,3.484148,-0.014598,1
3343,2.472779,-0.078629,2
3344,2.91247,0.019147,4
3345,2.342069,-0.063917,9
3346,3.026107,0.006696,1
3347,3.824498,-0.04839,9
3348,4.113471,0.140968,6
3349,4.302808,0.098198,18
3350,2.702587,-0.030184,5
3351,2.062577,-0.002479,2
3352,4.266478,-0.044714,4
3353,3.415152,0.001695,9
3354,2.08218,-0.056848,5
3355,2.487772,-0.071249,2
3356,2.925566,0.028972,8
3357,1.968418,0.079605,6
3360,1.971176,0.074932,6
3361,2.891517,0.030004,7
3362,4.109703,-0.075168,3
3364,2.187472,-0.056012,6
3365,2.721304,-0.012866,10
3366,3.429441,3.8e-05,8
3367,4.064018,-0.074441,8
3368,2.378292,-0.062044,6
3369,2.944486,0.035967,5
3371,1.955356,0.066287,17
3373,2.756978,-0.008612,7
3376,3.724501,-0.008254,2
3377,4.185973,-0.079629,3
3379,2.062577,-0.002479,14
3380,4.038107,-0.095394,2
3381,3.827775,-0.036139,7
3382,2.940132,0.022,9
3383,4.274438,0.124754,10
3385,3.261869,0.030369,2
3386,4.050161,0.14665,81
3387,2.594144,-0.047869,9
3388,2.102806,-0.054655,9
3389,4.337227,-0.040226,1
3391,4.027375,0.142149,80
3392,2.02939,0.030334,3
3393,4.288912,0.061347,1
3394,2.679079,-0.01662,5
3395,2.040003,-0.010849,8
3396,2.622676,-0.045316,8
3398,3.484148,-0.014598,5
3400,2.411105,-0.065368,3
3401,2.964618,0.037608,2
3402,2.91247,0.019147,8
3403,3.666244,-0.031588,5
3404,3.691955,-0.024986,5
3405,3.107201,0.025244,4
3406,2.743844,0.003238,4
3409,2.477987,-0.055868,8
3410,2.320992,-0.061228,8
3411,4.198203,0.174579,1
3412,4.266478,-0.044714,7
3413,3.171876,0.017694,7
3414,3.201266,0.023684,6
3417,2.505241,-0.047404,8
3418,2.702028,-0.034093,1
3419,4.109703,-0.075168,8
3422,4.185973,-0.079629,2
3424,4.129776,0.178397,79
3425,4.337227,-0.040226,2
3426,3.011774,0.012315,3
3427,2.187472,-0.056012,7
3428,3.839926,-0.036006,2
3429,3.708482,-0.020409,6
3430,2.702028,-0.034093,3
3431,2.891517,0.030004,1
3432,2.02939,0.030334,12
3433,3.061227,0.01934,7
3436,2.925566,0.028972,4
3437,1.968418,0.079605,5
3439,2.388373,-0.06967,1
3440,3.415152,0.001695,5
3442,3.257561,0.01046,6
3444,2.702587,-0.030184,3
3446,3.484148,-0.014598,1
3447,2.218929,-0.06687,2
3448,1.971176,0.074932,4
3449,2.411105,-0.065368,1
3450,4.264719,0.1933,43
3451,2.756978,-0.008612,3
3452,4.142243,0.16613,47
3453,3.764451,-0.012761,3
3454,3.676772,-0.011253,5
3455,3.429441,3.8e-05,4
3456,3.827775,-0.036139,7
3457,4.316811,0.112609,27
3459,3.107201,0.025244,1
3460,2.743844,0.003238,5
3461,3.567488,0.011011,6
3462,2.378292,-0.062044,5
3463,2.342069,-0.063917,6
3464,4.375637,-0.002089,9
3465,3.026107,0.006696,2
3467,3.824498,-0.04839,2
3468,2.679079,-0.01662,4
3469,2.124811,-0.029209,5
3470,2.721304,-0.012866,1
3473,3.457656,0.012895,9
3474,2.940132,0.022,8
3475,4.351339,0.051725,14
3476,2.388373,-0.06967,5
3477,3.011774,0.012315,4
3478,3.724501,-0.008254,9
3479,3.171876,0.017694,6
3480,2.594033,-0.024594,5
3482,2.685647,-0.001381,4
3483,4.317685,0.046566,2
3484,4.080482,-0.064392,8
3485,4.064018,-0.074441,2
3486,3.357048,0.016759,5
3487,4.166713,0.186911,72
3488,2.891517,0.030004,1
3489,3.201266,0.023684,4
3491,3.08829,0.001436,1
3492,4.016905,-0.046125,3
3493,2.91247,0.019147,6
3494,2.756978,-0.008612,4
3495,2.106583,-0.019049,3
3496,2.320992,-0.061228,4
3497,3.839926,-0.036006,7
3499,2.721304,-0.012866,4
3500,3.764451,-0.012761,7
3501,2.925566,0.028972,1
3502,1.968418,0.079605,5
3503,4.390243,0.008568,11
3505,1.971176,0.074932,4
3506,3.026107,0.006696,1
3507,4.094051,-0.051523,3
3508,4.109703,-0.075168,1
3509,3.415152,0.001695,6
3510,2.210231,-0.038944,3
3511,2.271182,-0.040393,4
3512,3.257561,0.01046,6
3513,4.372524,0.012606,1
3514,2.411105,-0.065368,2
3515,3.46822,0.02196,2
3516,3.107201,0.025244,5
3518,4.064018,-0.074441,5
3519,2.505241,-0.047404,4
3520,3.061227,0.01934,4
3521,2.743844,0.003238,4
3522,2.574433,-0.03152,2
3524,2.925566,0.028972,1
3525,1.955356,0.066287,2
3526,4.109703,-0.075168,4
3527,4.198203,0.174579,1
3528,2.679079,-0.01662,1
3529,2.594033,-0.024594,4
3530,4.372524,0.012606,4
3531,2.477987,-0.055868,4
3532,2.342069,-0.063917,5
3534,2.388373,-0.06967,3
3535,3.201266,0.023684,6
3536,3.429441,3.8e-05,2
3538,2.378292,-0.062044,5
3539,2.411105,-0.065368,5
3540,3.805768,-0.013525,3
3541,4.016905,-0.046125,3
3542,2.61867,-0.00266,5
3543,2.106583,-0.019049,5
3544,2.690427,0.015925,1
3546,2.77095,0.02168,5
3547,2.124811,-0.029209,4
3548,3.286972,0.033694,4
3550,3.629072,0.024615,1
3552,2.218929,-0.06687,2
3553,2.940132,0.022,3
3554,4.266478,-0.044714,6
3555,2.187472,-0.056012,5
3556,2.02939,0.030334,2
3557,3.261869,0.030369,4
3558,4.185973,-0.079629,5
3559,4.302808,0.098198,1
3560,3.567488,0.011011,4
